ID_de_Membro,Data_da_Visita,Idade,Genêro,Tipo_Cartão_Membro,Tipo_Treino,Tempo_duração_Treino,Calorias_Queimadas,Horário_Entrada,Status_Presença
365,2024-09-20,38,Homem,Trimestal,Yoga,56,347,5:30,Presente
366,2024-01-20,30,Homem,Mensal,HIIT,80,611,18:32,Presente
367,2024-08-11,22,Homem,Mensal,Yoga,80,659,22:05,Presente
368,2024-06-26,40,Outro,Anual,HIIT,55,511,16:35,Falta
369,2024-10-19,44,Homem,Mensal,CrosFit,92,642,19:37,Presente
370,2024-09-20,59,Mulher,Mensal,Cardio,40,391,14:28,Presente
371,2024-04-26,54,Mulher,Anual,Yoga,63,389,19:28,Presente
372,2024-09-06,51,Mulher,Mensal,Treino_Força,55,424,9:40,Presente
373,2024-02-26,45,Mulher,Trimestal,Yoga,46,418,18:07,Presente
374,2024-01-29,34,Homem,Mensal,Treino_Força,21,107,6:46,Falta
375,2024-02-01,51,Mulher,Mensal,CrosFit,63,448,15:33,Falta
376,2024-07-21,44,Homem,Trimestal,Treino_Força,99,671,9:12,Falta
377,2024-08-10,48,Outro,Trimestal,Cardio,45,404,16:49,Falta
378,2024-10-21,18,Outro,Anual,Cardio,27,158,8:44,Falta
379,2024-07-06,51,Mulher,Trimestal,Yoga,52,390,12:14,Falta
380,2024-09-18,51,Homem,Mensal,Cardio,63,476,11:59,Presente
381,2024-08-31,64,Homem,Anual,Treino_Força,59,369,15:39,Presente
382,2024-12-22,40,Homem,Trimestal,Cardio,75,671,6:07,Falta
383,2024-04-29,23,Outro,Trimestal,Treino_Força,35,203,7:42,Falta
384,2024-12-02,20,Outro,Mensal,Cardio,85,835,5:18,Falta
385,2024-08-01,54,Outro,Anual,Cardio,43,385,14:59,Falta
386,2024-07-04,59,Homem,Trimestal,Cardio,71,551,16:52,Presente
387,2024-07-07,61,Homem,Anual,HIIT,28,175,19:10,Falta
388,2024-11-12,39,Outro,Mensal,HIIT,77,545,12:46,Falta
389,2024-06-11,52,Homem,Mensal,CrosFit,71,441,22:05,Falta
390,2024-07-12,42,Homem,Trimestal,Treino_Força,87,621,16:36,Presente
391,2024-12-21,57,Homem,Anual,Cardio,101,993,9:06,Falta
392,2024-04-29,56,Mulher,Anual,Yoga,105,947,21:19,Presente
393,2024-12-14,57,Homem,Trimestal,Cardio,102,729,6:47,Presente
394,2024-08-05,45,Outro,Trimestal,Yoga,112,960,13:16,Falta
395,2024-08-30,39,Outro,Trimestal,Treino_Força,89,774,9:44,Presente
396,2024-02-19,18,Outro,Mensal,CrosFit,109,634,7:17,Presente
397,2024-07-16,49,Mulher,Anual,CrosFit,115,798,18:00,Falta
398,2024-02-26,40,Mulher,Trimestal,CrosFit,45,245,8:28,Falta
399,2024-12-31,46,Outro,Anual,HIIT,97,841,10:20,Presente
400,2024-10-19,51,Homem,Anual,CrosFit,57,393,18:56,Falta
401,2024-07-17,30,Homem,Mensal,Treino_Força,54,418,13:13,Falta
402,2024-08-25,41,Mulher,Anual,Treino_Força,73,613,11:10,Falta
403,2024-12-27,19,Mulher,Anual,HIIT,113,663,9:09,Falta
404,2024-06-03,38,Mulher,Mensal,Yoga,43,281,12:05,Falta
405,2024-11-07,58,Outro,Anual,Yoga,92,575,20:35,Falta
406,2024-02-07,34,Outro,Anual,Cardio,62,539,9:29,Presente
407,2024-06-01,44,Outro,Anual,CrosFit,68,515,21:32,Falta
408,2024-03-29,63,Mulher,Mensal,Yoga,96,733,17:25,Falta
409,2024-03-04,56,Homem,Anual,CrosFit,26,215,10:08,Falta
410,2024-08-21,48,Outro,Anual,CrosFit,57,351,22:34,Falta
411,2024-08-07,28,Mulher,Anual,HIIT,48,282,8:13,Presente
412,2024-07-08,46,Mulher,Mensal,HIIT,62,408,7:25,Falta
413,2024-09-06,31,Outro,Mensal,CrosFit,74,714,18:01,Presente
414,2024-03-15,56,Homem,Anual,HIIT,49,262,15:35,Falta
415,2024-12-31,33,Mulher,Mensal,HIIT,53,442,21:00,Falta
416,2024-12-15,39,Outro,Trimestal,Treino_Força,56,444,10:35,Falta
417,2024-04-03,30,Homem,Trimestal,Cardio,96,947,16:48,Presente
418,2024-02-06,50,Homem,Mensal,HIIT,34,240,13:30,Falta
419,2024-06-09,41,Mulher,Anual,HIIT,74,433,11:54,Falta
420,2024-12-24,58,Homem,Anual,Treino_Força,83,420,6:07,Presente
421,2024-07-29,56,Mulher,Mensal,Cardio,85,463,12:43,Falta
422,2024-07-14,60,Mulher,Anual,CrosFit,77,386,21:26,Falta
423,2024-07-30,48,Homem,Anual,Treino_Força,101,810,11:43,Falta
424,2024-04-06,44,Homem,Trimestal,Treino_Força,29,243,15:00,Presente
425,2024-09-16,33,Mulher,Mensal,Treino_Força,101,767,18:34,Falta
426,2024-07-07,27,Mulher,Anual,HIIT,75,477,13:11,Presente
427,2024-05-10,29,Mulher,Trimestal,Yoga,57,462,11:21,Presente
428,2024-06-10,46,Homem,Trimestal,HIIT,39,318,10:53,Presente
429,2024-01-11,53,Mulher,Trimestal,Cardio,33,275,5:31,Falta
430,2024-07-04,54,Mulher,Mensal,Cardio,60,450,17:47,Falta
431,2024-12-14,22,Mulher,Trimestal,HIIT,116,1087,12:40,Presente
432,2024-06-22,48,Outro,Mensal,HIIT,87,857,22:16,Presente
433,2024-05-22,27,Outro,Anual,CrosFit,114,992,20:46,Falta
434,2024-01-06,49,Homem,Mensal,Cardio,85,669,7:10,Presente
435,2024-03-25,33,Outro,Trimestal,CrosFit,78,761,21:47,Falta
436,2024-08-11,55,Mulher,Mensal,Treino_Força,34,255,8:04,Presente
437,2024-08-23,49,Homem,Anual,HIIT,41,366,11:13,Falta
438,2024-05-15,32,Outro,Mensal,Treino_Força,28,223,10:43,Falta
439,2024-05-18,30,Outro,Mensal,Treino_Força,55,319,7:06,Presente
440,2024-07-29,64,Homem,Mensal,HIIT,62,442,7:37,Presente
441,2024-03-19,31,Homem,Trimestal,Cardio,22,165,11:19,Falta
442,2024-06-12,54,Mulher,Mensal,HIIT,102,981,19:42,Falta
443,2024-10-22,44,Homem,Trimestal,HIIT,91,631,19:16,Presente
444,2024-02-20,64,Mulher,Anual,Treino_Força,63,624,8:32,Falta
445,2024-05-26,52,Outro,Trimestal,HIIT,109,617,22:05,Presente
446,2024-01-24,42,Mulher,Mensal,HIIT,67,443,20:58,Falta
447,2024-03-12,31,Outro,Mensal,CrosFit,86,485,11:55,Falta
448,2024-08-24,54,Outro,Mensal,Treino_Força,81,808,15:34,Presente
449,2024-07-12,47,Mulher,Mensal,Cardio,69,663,19:27,Presente
450,2024-02-06,28,Homem,Trimestal,Treino_Força,40,335,12:43,Presente
451,2024-02-15,46,Mulher,Trimestal,Cardio,86,662,13:56,Presente
452,2024-11-26,26,Mulher,Mensal,Yoga,98,584,7:37,Presente
453,2024-08-25,58,Mulher,Trimestal,Treino_Força,51,396,10:32,Falta
454,2024-05-26,27,Outro,Trimestal,Treino_Força,97,957,21:06,Presente
455,2024-10-05,36,Outro,Trimestal,Cardio,119,1186,19:07,Presente
456,2024-12-29,49,Outro,Anual,Treino_Força,43,347,12:10,Falta
457,2024-11-21,18,Homem,Anual,Yoga,24,125,10:25,Presente
458,2024-09-29,58,Outro,Mensal,HIIT,79,408,11:49,Presente
459,2024-04-21,42,Mulher,Anual,Treino_Força,79,556,13:11,Falta
460,2024-08-01,50,Mulher,Trimestal,HIIT,93,899,16:09,Falta
461,2024-05-22,55,Mulher,Anual,HIIT,28,218,16:10,Falta
462,2024-08-01,22,Mulher,Anual,Yoga,44,299,21:53,Falta
463,2024-07-17,51,Homem,Anual,CrosFit,31,230,7:39,Presente
464,2024-09-19,27,Outro,Anual,Yoga,52,279,15:57,Falta
465,2024-09-02,24,Outro,Anual,Treino_Força,47,349,10:31,Presente
466,2024-10-27,34,Mulher,Trimestal,Yoga,22,159,20:22,Presente
467,2024-06-30,21,Mulher,Mensal,Treino_Força,76,526,9:48,Falta
468,2024-03-01,36,Mulher,Mensal,Treino_Força,37,338,16:12,Falta
469,2024-12-10,20,Homem,Trimestal,Treino_Força,119,695,18:15,Presente
470,2024-04-14,28,Mulher,Mensal,CrosFit,96,545,22:35,Presente
471,2024-12-07,48,Mulher,Trimestal,Treino_Força,38,299,5:06,Presente
472,2024-11-29,25,Outro,Anual,Treino_Força,99,705,22:23,Presente
473,2024-04-17,34,Homem,Anual,Cardio,118,685,6:41,Presente
474,2024-11-23,60,Outro,Anual,Yoga,67,536,8:31,Presente
475,2024-04-26,61,Mulher,Anual,HIIT,101,913,9:25,Falta
476,2024-04-01,35,Mulher,Anual,Treino_Força,82,538,19:53,Presente
477,2024-03-01,28,Homem,Mensal,Yoga,89,728,14:30,Falta
478,2024-01-09,34,Homem,Anual,Cardio,41,300,20:48,Presente
479,2024-04-05,28,Outro,Anual,Cardio,96,537,22:17,Presente
480,2024-10-23,49,Outro,Mensal,CrosFit,54,384,11:59,Falta
481,2024-05-23,58,Mulher,Mensal,Yoga,55,447,17:36,Falta
482,2024-01-15,32,Homem,Anual,CrosFit,95,816,18:45,Falta
483,2024-04-27,49,Mulher,Mensal,HIIT,94,808,13:19,Presente
484,2024-07-31,51,Homem,Anual,HIIT,27,229,19:43,Presente
485,2024-03-10,60,Outro,Anual,CrosFit,22,214,16:25,Falta
486,2024-10-14,30,Mulher,Trimestal,Treino_Força,39,244,18:34,Presente
487,2024-11-09,30,Mulher,Mensal,Yoga,110,856,14:17,Presente
488,2024-03-29,50,Homem,Mensal,Treino_Força,66,558,13:48,Presente
489,2024-03-14,57,Homem,Trimestal,HIIT,101,694,8:45,Falta
490,2024-02-02,28,Mulher,Mensal,Cardio,81,607,6:02,Falta
491,2024-12-19,26,Mulher,Mensal,Yoga,23,118,17:44,Presente
492,2024-07-30,60,Mulher,Trimestal,Treino_Força,107,667,10:33,Presente
493,2024-03-15,33,Homem,Anual,Yoga,32,282,10:23,Presente
494,2024-01-20,23,Homem,Trimestal,Yoga,59,304,19:15,Falta
495,2024-02-13,52,Outro,Anual,HIIT,71,370,12:13,Presente
496,2024-04-14,61,Mulher,Mensal,HIIT,51,441,16:00,Presente
497,2024-05-15,42,Mulher,Trimestal,Cardio,95,749,21:33,Presente
498,2024-02-16,18,Outro,Mensal,HIIT,20,170,8:27,Presente
499,2024-10-03,47,Outro,Anual,Treino_Força,120,766,17:23,Presente
500,2024-08-19,27,Outro,Trimestal,Cardio,30,286,9:57,Falta
501,2024-03-15,60,Mulher,Mensal,Treino_Força,109,1022,5:27,Falta
502,2024-01-07,54,Homem,Trimestal,Yoga,95,876,6:27,Falta
503,2024-09-21,24,Mulher,Trimestal,Yoga,99,647,16:14,Presente
504,2024-06-30,39,Outro,Mensal,Cardio,25,170,22:02,Presente
505,2024-01-02,65,Homem,Trimestal,HIIT,119,812,5:57,Falta
506,2024-12-11,22,Homem,Mensal,Yoga,78,502,13:42,Falta
507,2024-02-24,30,Homem,Trimestal,HIIT,115,678,16:44,Presente
508,2024-12-07,30,Outro,Anual,Treino_Força,78,701,21:28,Falta
509,2024-06-13,29,Homem,Anual,Yoga,55,347,18:29,Presente
510,2024-10-11,19,Outro,Mensal,Treino_Força,105,778,12:55,Falta
511,2024-12-23,57,Homem,Mensal,Cardio,58,465,19:00,Falta
512,2024-02-17,54,Homem,Anual,Yoga,49,273,15:23,Presente
513,2024-03-10,60,Mulher,Trimestal,CrosFit,72,539,19:08,Falta
514,2024-04-15,63,Homem,Trimestal,Cardio,49,372,9:48,Falta
515,2024-04-14,43,Outro,Anual,CrosFit,115,772,7:26,Falta
516,2024-03-27,26,Homem,Anual,HIIT,81,568,17:57,Presente
517,2024-10-22,36,Outro,Mensal,Yoga,44,235,14:15,Falta
518,2024-04-24,18,Mulher,Mensal,Yoga,108,800,18:30,Presente
519,2024-05-21,48,Outro,Mensal,Yoga,82,427,13:24,Falta
520,2024-10-31,47,Homem,Anual,Treino_Força,33,286,9:27,Presente
521,2024-06-20,22,Mulher,Mensal,Yoga,35,309,13:51,Presente
522,2024-12-25,51,Mulher,Trimestal,CrosFit,117,818,7:08,Presente
523,2024-04-12,32,Outro,Trimestal,Cardio,112,1053,10:42,Falta
524,2024-04-23,62,Mulher,Trimestal,Yoga,58,449,6:17,Falta
525,2024-05-11,39,Homem,Anual,Cardio,83,742,18:29,Falta
526,2024-11-27,37,Mulher,Trimestal,HIIT,23,191,9:10,Falta
527,2024-12-02,41,Homem,Trimestal,Treino_Força,45,254,15:22,Presente
528,2024-08-19,61,Outro,Trimestal,Cardio,107,959,21:55,Presente
529,2024-05-07,57,Outro,Trimestal,HIIT,97,535,14:22,Presente
530,2024-04-27,48,Mulher,Trimestal,CrosFit,102,738,17:15,Falta
531,2024-12-09,22,Homem,Trimestal,HIIT,28,180,11:33,Presente
532,2024-10-10,63,Outro,Anual,Cardio,66,438,8:23,Presente
533,2024-09-08,33,Outro,Trimestal,Treino_Força,111,708,15:42,Presente
534,2024-06-18,22,Mulher,Anual,CrosFit,109,663,5:52,Falta
535,2024-03-23,35,Homem,Anual,Treino_Força,73,481,8:38,Falta
536,2024-09-13,28,Outro,Anual,Yoga,86,827,14:12,Falta
537,2024-10-24,64,Outro,Anual,HIIT,73,427,9:22,Falta
538,2024-07-16,23,Outro,Anual,Treino_Força,103,1018,22:40,Falta
539,2024-10-09,43,Homem,Mensal,HIIT,112,772,11:57,Presente
540,2024-04-13,26,Mulher,Anual,Cardio,74,464,20:49,Falta
541,2024-05-09,53,Outro,Anual,Yoga,118,726,21:22,Falta
542,2024-03-27,34,Homem,Mensal,CrosFit,47,443,5:50,Falta
543,2024-03-01,34,Homem,Mensal,HIIT,55,341,9:51,Presente
544,2024-10-24,61,Homem,Anual,Cardio,43,344,20:56,Falta
545,2024-01-01,36,Homem,Mensal,HIIT,91,828,8:21,Presente
546,2024-10-26,40,Outro,Mensal,CrosFit,71,375,21:33,Presente
547,2024-08-15,52,Mulher,Trimestal,Treino_Força,66,509,22:19,Falta
548,2024-07-01,18,Outro,Anual,Treino_Força,110,980,6:48,Falta
549,2024-07-08,62,Homem,Trimestal,HIIT,68,601,12:24,Presente
550,2024-01-19,37,Mulher,Mensal,CrosFit,75,492,22:58,Presente
551,2024-04-18,64,Outro,Anual,CrosFit,27,187,15:25,Falta
552,2024-03-29,36,Outro,Trimestal,Cardio,55,284,21:03,Presente
553,2024-04-28,51,Mulher,Trimestal,CrosFit,43,399,8:48,Presente
554,2024-09-20,31,Outro,Anual,Cardio,110,739,13:50,Falta
555,2024-12-04,40,Homem,Mensal,Cardio,20,155,16:18,Falta
556,2024-08-10,27,Outro,Trimestal,Cardio,78,504,18:21,Falta
557,2024-05-25,26,Outro,Anual,Yoga,64,380,16:06,Falta
558,2024-08-09,38,Outro,Mensal,Yoga,81,713,9:33,Falta
559,2024-09-24,20,Outro,Trimestal,HIIT,94,598,10:20,Falta
560,2024-10-03,60,Homem,Anual,HIIT,32,160,19:42,Presente
561,2024-09-04,48,Outro,Mensal,Cardio,45,259,19:15,Presente
562,2024-01-17,59,Homem,Anual,HIIT,85,782,5:53,Falta
563,2024-07-07,38,Outro,Trimestal,CrosFit,84,596,18:51,Falta
564,2024-11-26,61,Outro,Anual,Treino_Força,53,271,5:20,Presente
565,2024-05-02,40,Mulher,Trimestal,HIIT,36,320,9:37,Falta
566,2024-11-27,63,Outro,Trimestal,HIIT,75,458,8:35,Falta
567,2024-08-14,36,Outro,Anual,CrosFit,109,981,10:19,Falta
568,2024-06-16,65,Homem,Trimestal,Yoga,105,980,19:14,Presente
569,2024-12-05,31,Mulher,Mensal,Cardio,21,182,15:42,Falta
570,2024-02-14,60,Outro,Anual,HIIT,41,240,13:04,Falta
571,2024-07-18,19,Outro,Trimestal,Yoga,63,357,13:42,Falta
572,2024-09-02,38,Mulher,Anual,Yoga,27,147,9:25,Falta
573,2024-08-25,28,Outro,Mensal,CrosFit,28,230,6:36,Presente
574,2024-11-08,22,Outro,Anual,Yoga,29,183,16:19,Falta
575,2024-12-02,45,Homem,Anual,HIIT,53,490,16:56,Presente
576,2024-11-04,39,Mulher,Mensal,HIIT,33,263,6:45,Falta
577,2024-12-25,52,Homem,Trimestal,HIIT,50,290,18:11,Presente
578,2024-03-16,27,Homem,Anual,CrosFit,61,399,7:31,Falta
579,2024-04-12,33,Mulher,Anual,CrosFit,76,737,6:44,Presente
580,2024-01-30,41,Mulher,Trimestal,Cardio,116,769,9:11,Presente
581,2024-03-02,48,Outro,Trimestal,HIIT,70,490,10:20,Falta
582,2024-04-09,55,Mulher,Mensal,Cardio,25,156,6:08,Presente
583,2024-09-07,28,Outro,Mensal,Treino_Força,88,527,6:35,Falta
584,2024-10-15,47,Outro,Mensal,CrosFit,23,182,15:18,Presente
585,2024-06-11,51,Mulher,Trimestal,HIIT,60,490,8:25,Presente
586,2024-04-10,19,Homem,Mensal,Cardio,64,499,6:24,Falta
587,2024-03-02,36,Outro,Mensal,Cardio,66,445,15:38,Falta
588,2024-10-30,27,Homem,Mensal,CrosFit,74,463,5:21,Falta
589,2024-07-03,26,Mulher,Anual,HIIT,83,765,5:10,Falta
590,2024-11-17,20,Outro,Mensal,Yoga,86,751,15:48,Presente
591,2024-09-28,21,Homem,Anual,HIIT,85,568,18:14,Presente
592,2024-08-25,35,Outro,Trimestal,HIIT,74,661,13:22,Falta
593,2024-07-16,42,Mulher,Anual,Yoga,44,355,9:34,Falta
594,2024-08-15,36,Outro,Anual,HIIT,97,514,6:37,Falta
595,2024-11-01,47,Outro,Anual,Cardio,115,605,22:15,Falta
596,2024-09-08,54,Homem,Trimestal,HIIT,116,913,10:15,Presente
597,2024-09-11,35,Mulher,Trimestal,Treino_Força,44,435,22:46,Presente
598,2024-03-14,56,Mulher,Trimestal,HIIT,38,321,13:42,Falta
599,2024-10-03,65,Outro,Anual,Treino_Força,91,648,10:45,Falta
600,2024-05-06,29,Outro,Mensal,CrosFit,65,471,11:40,Presente
601,2024-05-31,37,Homem,Anual,HIIT,56,510,16:03,Presente
602,2024-07-24,65,Outro,Anual,Treino_Força,60,586,11:26,Presente
603,2024-09-01,23,Mulher,Trimestal,Yoga,85,439,8:20,Presente
604,2024-08-05,30,Homem,Trimestal,CrosFit,48,249,17:40,Presente
605,2024-09-14,35,Outro,Anual,Yoga,43,243,22:05,Falta
606,2024-12-17,49,Homem,Anual,HIIT,73,397,5:56,Presente
607,2024-04-19,21,Homem,Trimestal,Cardio,67,418,16:21,Falta
608,2024-07-07,64,Mulher,Trimestal,CrosFit,75,580,14:17,Falta
609,2024-06-17,52,Homem,Anual,Yoga,104,523,14:31,Presente
610,2024-03-04,49,Outro,Anual,Treino_Força,37,195,7:41,Falta
611,2024-11-29,33,Outro,Trimestal,Cardio,115,576,15:41,Presente
612,2024-09-24,64,Outro,Mensal,HIIT,108,983,11:28,Presente
613,2024-05-15,25,Mulher,Mensal,HIIT,96,726,19:09,Falta
614,2024-01-14,43,Mulher,Anual,Cardio,120,603,15:07,Presente
615,2024-11-19,56,Homem,Anual,Treino_Força,98,895,18:04,Falta
616,2024-11-26,32,Mulher,Anual,Cardio,51,457,7:29,Falta
617,2024-06-21,64,Mulher,Trimestal,Yoga,27,219,6:20,Falta
618,2024-05-07,26,Mulher,Mensal,HIIT,81,571,22:45,Falta
619,2024-05-29,57,Outro,Trimestal,Yoga,118,664,18:12,Presente
620,2024-12-14,25,Mulher,Trimestal,Treino_Força,118,1130,21:12,Falta
621,2024-07-26,25,Homem,Mensal,CrosFit,93,599,19:46,Falta
622,2024-05-06,63,Homem,Anual,CrosFit,116,956,7:41,Falta
623,2024-09-24,29,Mulher,Mensal,Treino_Força,37,220,14:03,Falta
624,2024-08-21,63,Mulher,Mensal,CrosFit,64,349,5:00,Presente
625,2024-10-22,34,Outro,Mensal,Yoga,120,948,16:57,Falta
626,2024-02-18,46,Homem,Trimestal,Treino_Força,87,516,19:32,Presente
627,2024-12-07,47,Outro,Mensal,CrosFit,52,444,8:19,Falta
628,2024-10-20,44,Homem,Mensal,Yoga,36,312,20:48,Falta
629,2024-12-29,39,Outro,Trimestal,Treino_Força,63,364,9:12,Presente
630,2024-04-14,21,Mulher,Trimestal,Treino_Força,89,840,14:30,Falta
631,2024-07-05,37,Outro,Mensal,CrosFit,91,908,12:52,Falta
632,2024-11-21,56,Homem,Anual,Yoga,100,640,22:28,Presente
633,2024-11-03,61,Homem,Anual,HIIT,21,196,14:25,Falta
634,2024-01-18,54,Outro,Trimestal,CrosFit,63,546,14:12,Presente
635,2024-03-25,49,Homem,Anual,CrosFit,73,427,15:55,Falta
636,2024-09-02,40,Homem,Mensal,Treino_Força,71,588,8:52,Presente
637,2024-06-07,32,Mulher,Mensal,HIIT,83,599,16:42,Presente
638,2024-02-25,26,Homem,Trimestal,CrosFit,120,1184,6:09,Falta
639,2024-02-19,29,Homem,Trimestal,Treino_Força,41,370,7:27,Falta
640,2024-03-27,33,Outro,Anual,Cardio,32,224,9:51,Falta
641,2024-10-25,59,Outro,Trimestal,Treino_Força,43,422,18:03,Falta
642,2024-12-17,54,Outro,Trimestal,Treino_Força,105,1028,9:40,Presente
643,2024-11-02,31,Mulher,Trimestal,Treino_Força,36,216,10:28,Falta
644,2024-05-17,59,Outro,Mensal,HIIT,67,521,5:17,Presente
645,2024-12-06,50,Homem,Anual,HIIT,55,443,7:46,Presente
646,2024-09-27,24,Mulher,Trimestal,HIIT,118,595,16:07,Presente
647,2024-08-21,48,Homem,Mensal,Yoga,88,690,13:00,Presente
648,2024-12-28,22,Homem,Anual,CrosFit,31,266,17:42,Presente
649,2024-07-18,51,Outro,Anual,Yoga,110,937,22:58,Presente
650,2024-12-23,31,Outro,Trimestal,Cardio,77,665,21:20,Presente
651,2024-06-17,34,Homem,Mensal,Yoga,38,274,12:42,Falta
652,2024-02-19,23,Mulher,Trimestal,HIIT,105,724,17:09,Falta
653,2024-11-27,38,Outro,Anual,HIIT,36,233,14:39,Falta
654,2024-08-22,43,Homem,Trimestal,CrosFit,56,306,12:09,Presente
655,2024-12-05,19,Mulher,Trimestal,Yoga,61,419,16:03,Falta
656,2024-12-29,34,Mulher,Mensal,Cardio,95,673,19:41,Presente
657,2024-11-24,32,Outro,Trimestal,Yoga,89,466,17:24,Presente
658,2024-11-21,47,Outro,Trimestal,Cardio,44,319,18:32,Falta
659,2024-11-15,48,Mulher,Trimestal,Yoga,84,477,20:16,Falta
660,2024-11-18,21,Homem,Anual,Treino_Força,88,867,16:18,Falta
661,2024-11-14,59,Outro,Mensal,Treino_Força,69,456,19:16,Presente
662,2024-03-02,35,Mulher,Mensal,Cardio,29,251,6:27,Presente
663,2024-01-24,49,Homem,Trimestal,Treino_Força,77,736,5:57,Falta
664,2024-10-21,27,Mulher,Trimestal,Cardio,62,335,6:39,Presente
665,2024-08-25,54,Homem,Mensal,HIIT,98,620,15:45,Falta
666,2024-12-20,40,Outro,Mensal,Cardio,88,712,9:16,Presente
667,2024-09-21,21,Homem,Mensal,HIIT,31,272,17:56,Falta
668,2024-04-09,44,Mulher,Anual,Yoga,74,499,13:33,Falta
669,2024-04-22,48,Mulher,Trimestal,Treino_Força,29,153,19:00,Falta
670,2024-06-04,65,Homem,Trimestal,HIIT,68,395,5:47,Falta
671,2024-01-17,27,Homem,Anual,Yoga,68,676,8:10,Presente
672,2024-08-30,38,Homem,Mensal,Treino_Força,51,299,9:40,Presente
673,2024-02-09,30,Mulher,Mensal,Treino_Força,22,206,20:29,Presente
674,2024-11-18,55,Outro,Mensal,CrosFit,75,707,16:12,Presente
675,2024-12-04,38,Outro,Mensal,Cardio,73,485,11:39,Falta
676,2024-09-03,58,Mulher,Mensal,HIIT,74,614,6:05,Presente
677,2024-09-18,29,Mulher,Mensal,HIIT,66,421,14:59,Presente
678,2024-08-18,30,Homem,Mensal,CrosFit,109,815,16:43,Falta
679,2024-08-14,56,Mulher,Trimestal,HIIT,61,312,22:37,Presente
680,2024-07-30,19,Homem,Trimestal,Cardio,67,615,18:52,Presente
681,2024-08-19,29,Homem,Anual,HIIT,49,360,10:38,Presente
682,2024-10-04,44,Mulher,Trimestal,Treino_Força,106,913,21:34,Presente
683,2024-06-02,63,Outro,Trimestal,Cardio,23,189,15:28,Presente
684,2024-09-16,40,Mulher,Mensal,CrosFit,73,656,8:01,Presente
685,2024-04-04,41,Outro,Mensal,CrosFit,115,1137,10:05,Presente
686,2024-07-10,48,Homem,Mensal,HIIT,54,440,12:16,Presente
687,2024-02-06,65,Outro,Trimestal,CrosFit,42,344,17:53,Falta
688,2024-12-31,25,Outro,Mensal,Treino_Força,55,448,15:30,Falta
689,2024-07-14,59,Homem,Anual,Treino_Força,89,790,20:38,Presente
690,2024-11-09,44,Outro,Mensal,Cardio,105,797,19:38,Falta
691,2024-08-29,31,Homem,Anual,Treino_Força,62,477,16:51,Presente
692,2024-04-19,27,Mulher,Mensal,HIIT,22,110,8:56,Presente
693,2024-09-12,36,Mulher,Mensal,Cardio,66,389,17:37,Presente
694,2024-09-19,29,Outro,Mensal,HIIT,112,1010,15:30,Falta
695,2024-04-18,63,Mulher,Anual,HIIT,21,136,9:57,Falta
696,2024-11-02,34,Outro,Mensal,HIIT,42,366,7:35,Falta
697,2024-09-26,42,Mulher,Trimestal,Treino_Força,108,954,11:54,Presente
698,2024-10-13,52,Homem,Mensal,Yoga,94,842,13:45,Presente
699,2024-06-18,51,Homem,Trimestal,Treino_Força,64,459,21:43,Presente
700,2024-09-29,24,Outro,Mensal,Cardio,86,524,22:05,Falta
701,2024-08-06,63,Mulher,Anual,Cardio,77,394,16:52,Falta
702,2024-08-05,54,Mulher,Anual,Treino_Força,109,1084,19:50,Falta
703,2024-09-26,41,Mulher,Anual,HIIT,103,984,15:40,Presente
704,2024-12-02,44,Mulher,Mensal,Yoga,84,624,17:36,Presente
705,2024-06-11,47,Homem,Mensal,HIIT,114,920,20:44,Presente
706,2024-09-23,25,Homem,Mensal,CrosFit,72,380,14:04,Presente
707,2024-10-18,20,Homem,Anual,Treino_Força,64,562,21:58,Presente
708,2024-09-01,35,Outro,Anual,CrosFit,64,541,9:28,Falta
709,2024-03-16,57,Outro,Mensal,Cardio,93,624,10:28,Presente
710,2024-11-08,58,Outro,Trimestal,Cardio,38,193,10:32,Falta
711,2024-05-17,35,Homem,Anual,CrosFit,114,694,14:00,Presente
712,2024-01-15,39,Mulher,Trimestal,Cardio,49,302,17:10,Falta
713,2024-02-06,35,Homem,Mensal,Yoga,68,590,21:30,Falta
714,2024-05-02,61,Homem,Anual,CrosFit,44,325,17:23,Falta
715,2024-12-14,62,Homem,Anual,Yoga,24,190,11:09,Presente
716,2024-12-24,54,Homem,Mensal,CrosFit,88,640,18:56,Presente
717,2024-08-08,39,Mulher,Trimestal,Cardio,39,248,14:56,Falta
718,2024-03-23,32,Outro,Anual,CrosFit,117,666,5:07,Presente
719,2024-01-19,34,Homem,Trimestal,HIIT,99,967,12:43,Presente
720,2024-07-26,44,Homem,Anual,HIIT,51,399,5:31,Falta
721,2024-01-29,38,Outro,Trimestal,HIIT,70,604,19:03,Falta
722,2024-06-17,51,Homem,Trimestal,Cardio,95,525,17:13,Presente
723,2024-09-04,64,Mulher,Trimestal,Cardio,54,414,13:36,Presente
724,2024-09-22,59,Mulher,Trimestal,HIIT,79,620,12:07,Falta
725,2024-11-11,47,Outro,Trimestal,HIIT,76,720,19:00,Falta
726,2024-12-15,65,Mulher,Mensal,Yoga,58,425,16:29,Presente
727,2024-10-30,21,Outro,Anual,Treino_Força,111,1002,7:04,Falta
728,2024-05-10,43,Homem,Anual,Treino_Força,58,555,8:55,Presente
729,2024-04-27,39,Mulher,Mensal,Treino_Força,48,433,20:09,Presente
730,2024-04-22,45,Mulher,Mensal,CrosFit,85,543,21:17,Falta
